SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
ANGEYA,luhya,3
ANGILA,kamba,1
ANGIMA,embu,1
ANGIR,turkana,1
ANGIRA,luo,2
ANGIRO,kisii,1
ANGODIA,luo,1
ANGOLEDOMO,teso,2
ANGOLO,luhya,3
ANGOLOLE,,
ANGONDE,kisii,2
ANGORE,kisii,3
ANGORO,kisii,1
ANGOTE,luhya,3
ANGOYA,luo,3
ANGOYIA,turkana,2
ANGU,teso,1
ANGUCHE,kisii,1
ANGUGO,luo,3
ANGUGU,luo,2
ANGUKO,luo,3
ANGULE,luhya,3
ANGURIA,luhya,3
ANGURIOLEM,luhya,3
ANGUSHA,swahili,3
ANGUTSUTSU,luhya,3
ANGUTWA,luhya,1
ANGUZU,luhya,3
ANGWEKWE,luhya,3
ANGWEN,kisii,3
ANGWENGI,kisii,3
ANGWENYI,kisii,3
ANGWEYA,kisii,3
ANGWEYE,luhya,1
ANICHI,luhya,1
ANIHONDO,kisii,1
ANJEJO,luhya,2
ANJELO,christian,3
ANJERA,luhya,1
ANJERE,kamba,3
ANJIA,mijikenda,2
ANJIJI,luhya,2
ANJIMBI,luhya,3
ANJIRA,luhya,3
ANJIRI,kikuyu,2
ANJUTU,kisii,1
ANNALO,luhya,3
ANNE,christian,3
ANNET,christian,3
ANOK,turkana,3
ANONDO,luhya,2
ANOTA,luhya,1
ANTANGA    MM,kisii,3
ANTAT,luo,2
ANTECHE,kisii,2
ANTHON Y,christian,3
ANUDO,luo,3
ANUKO,luo,1
ANUNDA,luhya,3
ANUNGO,luhya,2
ANURO,luhya,3
ANYAMAMOI,luhya,2
ANYANDA,kisii,1
ANYANG,luo,3
ANYANGA,luo,1
ANYANGE,luhya,3
ANYANGI,luo,1
ANYANGO       M,luo,3
ANYANGU,kisii,1
ANYANJE,luhya,3
ANYANZW,luhya,1
ANYANZWA,luhya,3
ANYARANGMOE,teso,3
ANYEGA,luhya,3
ANYEMBE,luhya,3
ANYENDA,kisii,1
ANYEROH,luo,2
ANYESI,luhya,3
ANYIEGA,luo,3
ANYIENI,luhya,3
ANYIKA,luhya,3
ANYIKI,luhya,2
ANYIM,luo,3
ANYIMBA,luhya,2
ANYIMU,luhya,3
ANYING,luo,3
ANYINYA,luhya,3
ANYOKA,luhya,2
ANYOLO,kisii,1
ANYONA,kisii,3
ANYONA        A',kisii,2
ANYONG'A,luo,2
ANYONGA,kisii,2
ANYONGI,luo,2
ANYONJE,luhya,3
ANYOSO,luhya,3
ANYUL,luo,3
ANYUMBA,luhya,1
ANYUNGU,luhya,3
ANYUOW,turkana,1
ANZABASI,luhya,3
ANZABWA,luhya,3
ANZALA,luhya,2
ANZAZI,luhya,3
ANZELIMO,mijikenda,2
ANZEMO,luhya,3
ANZENZE,luhya,3
ANZERE,luhya,3
ANZETSE,luhya,3
ANZEY,luhya,1
ANZIGALE,luhya,3
ANZIMBU,kamba,2
ANZIYA,luhya,3
ANZIYAH,luhya,3
ANZOKHA,luhya,1
ANZWEMI,teso,1
AOGO,luo,2
AOKO,luo,3
AOL,maasai,2
AONDO,luo,3
AONGO,luo,2
AOSA,luhya,2
AOWO,luo,1
AOYA,luhya,2
APALIA,luo,3
APALOKAL,turkana,2
APANDO,luhya,2
APANGA,luhya,1
APARIONGO,turkana,3
APATIRI,turkana,1
APAYA,turkana,3
APEDHA,luo,3
APEL,luhya,3
APELA,luhya,2
APELEW,turkana,2
APELI,teso,1
APEM,nubi,1
APEPO,luo,3
APERA,luo,1
APERETUM,kalenjin,3
APETET,teso,3
APETETI,teso,3
APIDI,luo,1
APIEMI,kisii,1
APIMA,luo,3
APINDE,luo,1
APINDI,luo,3
APINY,luo,3
APIYO,luo,3
APODO,luo,3
APOKO,luo,3
APOLLO,luo,1
APOLO,christian,3
APONG,kalenjin,1
APONGA,luhya,2
APOR,turkana,2
APORA,luo,2
APOT,turkana,2
APOTA,luhya,2
APUA,turkana,3
APUDAMOI,turkana,1
APUDO,luo,1
APUDOE,luo,2
APUKO,luo,2
APUNDO,luo,3
APUNGU,luhya,3
APUNU,luo,2
APUNZA,luhya,3
APUOYO,luo,1
APUTO,luo,3
APWOKA,luhya,3
ARAB,arab,3
ARABA,teso,1
ARABOLYA,teso,3
ARACH,luo,3
ARADI,luhya,2
ARAGA,luhya,3
ARAGAE,kisii,1
ARAI,luo,2
ARAKA,kisii,1
ARAMISI,luhya,2
ARAN,somali,1
ARANDI,kisii,2
ARAO,luo,3
ARAP CHIRICHIRI,kalenjin,3
ARAP KOSKEI,kalenjin,3
ARAPTUE,kalenjin,3
ARARA,luo,3
ARARU,tharaka,2
ARASA        ',kisii,3
ARASHA,teso,2
ARAVE,luhya,3
ARBICHO,luhya,3
AREET,teso,2
AREGO,luo,1
AREKA,kisii,1
AREKAI,luo,2
AREKEI,teso,2
AREKWEN,turkana,2
AREMA,luhya,3
AREME,luo,1
AREMO,luo,2
ARENDE,luhya,3
ARENG,turkana,2
ARENGENYANG,pokot,2
ARERI',kisii,3
ARGWINGS,christian,3
ARIANGATOM,teso,2
ARIBA,luo,2
ARIEMBA,luhya,2
ARIITHI,luo,2
ARIKO,luhya,1
ARIMBA,luhya,2
ARINGO,luo,3
ARIONGO,luo,1
ARIONGOLUK,kalenjin,3
ARIONGOYANG,turkana,2
ARISI,kisii,2
ARISTARIKO,christian,3
ARITEDOMO,teso,2
ARITHI,meru,3
ARITHO,luo,1
ARIWO,luo,1
ARIYO,luo,3
ARODI,luhya,2
ARODI',luhya,2
AROGO,luo,3
AROKO,kisii,1
AROMO,luo,3
ARONGOR,luhya,2
ARONYA,luo,1
AROPET,,
ARORI,kisiii,1
AROSE,luo,3
AROSEI,kalenjin,3
AROSO,kisii,3
ARRABON,somali,3
ARTHUR,christian,3
ARUCHA,kisii,3
ARUDA,luhya,3
ARUKAROI,turkana,2
ARUKOKINI,teso,3
ARUM           ',turkana,2
ARUMANA,luhya,3
ARUMBA,kisii,3
ARUNGA,luo,3
ARUOTO,luo,2
ARUPUS,swahili,1
ARUSEI,kalenjin,3
ARUSEY,kalenjin,3
ARUSHA,,
ARUSI,luhya,3
ARUTA,kisii,1
ARWA,luo,3
ARWOTO,,
ASABWA,luhya,3
ASADHI,luo,2
ASAEL,luo,1
ASAGI,luhya,2
ASAKA,luhya,2
ASAKHULU,luhya,2
ASAKO,luhya,1
ASALA,luhya,3
ASAMBA,luhya,3
ASAMBEHA,luhya,3
ASAMUKA,luhya,3
ASANO  ',kisii,2
ASARIKA,luhya,3
ASATSA,luhya,3
ASAVA,luhya,3
ASAVAH,luhya,3
ASEBWE,luhya,3
ASEDA,luo,3
ASEKA,luhya,2
ASEKO,luhya,3
ASEMBE,luhya,2
ASEMBO,luhya,2
ASENA,luhya,3
ASENAHABI,luhya,3
ASENG'E,teso,2
ASENGU,luhya,2
ASENO,luhya,2
ASENWO,luo,2
ASESA,luo,1
ASEWE,kalenjin,1
ASEYA,luo,2
ASEYO,luo,2
ASHA,nubi,3
ASHAMUNDA,luhya,1
ASHEWU,luhya,2
ASHIANGA,kisii,2
ASHIBAKA,luhya,3
ASHIBENDE,luhya,2
ASHIKA,luhya,2
ASHIKHUBE,luhya,3
ASHIKOYE,luhya,3
ASHIKUBE,luhya,1
ASHILAKA,luhya,1
ASHILENJE,luhya,2
ASHIOYA,luhya,3
ASHIPWOLI,luhya,1
ASHIRA,luhya,2
ASHIRENJE,luhya,3
ASHIRO,luhya,3
ASHITIBA,luhya,3
ASHITIVA,luhya,3
ASHIVAKA,luhya,3
ASHIVILA,luhya,3
ASHONO,luhya,3
ASHRAF,somali,2
ASIABUKWA,luhya,3
ASIACHI,luhya,3
ASIAGA,luhya,2
ASIAGO,luo,2
ASIAVUKHAYA,luhya,2
ASIBA,luo,1
ASIBWA,luhya,3
ASICHE,luhya,3
ASIDAGA,luhya,3
ASIEBELA,luhya,3
ASIELE,luhya,3
ASIEMA,luhya,3
ASIENYA,luhya,1
ASIEVELA,luhya,3
ASIEVERA,luhya,1
ASIGE,teso,3
ASIGO,luo,3
ASIIRA,luhya,3
ASIK,luo,1
ASIKO,luo,2
ASIKOYE,luhya,3
ASILI,swahili,3
ASILIGWA,luhya,3
ASIMBA,luhya,1
ASIMBAH,luhya,3
ASIMOLO,luhya,3
ASINDI,luhya,3
ASINGO,luo,2
ASINGWA,luhya,3
ASINI,luhya,3
ASINYEN,teso,2
ASIOMA,luo,1
ASIONO,kisii,1
ASIRE,luhya,1
ASIRIGWA,luhya,3
ASIRIKWA,luhya,2
ASIRWA,luhya,2
ASITAKA,luhya,3
ASITARIKO,exotic,3
ASIWAT,luo,3
ASLAM,muslim,3
ASMAN,arab,2
ASMANI,luhya,3
ASOGO,luo,3
ASOMBA,luo,2
ASOMBAH,luhya,1
ASONGA,luhya,1
ASONGOKA,luhya,2
ASOTA,luhya,3
ASSORO,kisii,2
ASTEK,luo,2
ASTIAYA,luhya,3
ASUDI,luhya,2
ASUDZA,luhya,3
ASUGA,luo,2
ASUGO,luo,1
ASUKA,luhya,2
ASUKU,luhya,1
ASUKUKU,luhya,3
ASULUNDA,luhya,3
ASUMA,luo,1
ASUMAN,muslim,3
ASUMBA,luhya,3
ASUMWA,luo,1
ASUNDA,luhya,3
ASUSA,luhya,2
ASUTSA,luhya,1
ASUZA,kisii,2
ASWERE,luhya,2
ATABAI,teso,3
ATAGA,teso,2
ATAI,luhya,3
ATAKA,luo,2
ATALA,luhya,3
ATALI,luhya,2
ATANCHA,kisii,1
ATANG,nubi,2
ATANG'A,luhya,1
ATANGAKILENG,turkana,2
ATAPALE,luhya,3
ATAPANGIALE,luhya,3
ATARO,luo,3
ATARO  ',kisii,1
ATATI,luhya,1
ATE,mijikenda,1
ATEE,luhya,3
ATEEK,teso,2
ATEKHA,luhya,2
ATEKU,luhya,3
ATELA,teso,2
ATELLA,teso,1
ATEMBI,luo,3
ATEMIA,luhya,3
ATEMIAH,luhya,2
ATEMO,luo,3
ATENDO,luo,3
ATENG,teso,3
ATENGE,teso,3
ATENYA,luhya,3
ATERO,luo,1
ATERU,teso,1
ATETI,luo,1
ATEYU,luhya,2
ATHAMAN,swahili,1
ATHANUS,christian,3
ATHENGA,luo,3
ATHERO,luo,3
ATHERU,kikuyu,3
ATHIAMBO,luo,2
ATHIENO,luhya,3
ATHIRU,turkana,1
ATHMAN,muslim,3
ATHMAN        ',mijikenda,2
ATHMANI,muslim,3
ATHUMANI,swahili,2
ATIAMBO,luhya,2
ATIAN'G,luo,3
ATIANG,teso,3
ATIANYI,luhya,2
ATIBA,teso,1
ATICHI,luo,1
ATIELI,luo,2
ATIENDE,luo,3
ATIENO,luo,2
ATIETO,luhya,2
ATIGARA,luhya,3
ATIKA,,
ATILA,luhya,2
ATIMBA,luhya,1
ATIN'GA,luo,3
ATINDA,luo,3
ATINGO,luo,1
ATINO,luhya,1
ATINYUA,luhya,3
ATIOBONG,teso,2
ATIPA,luo,3
ATIRA,luhya,2
ATISA,luhya,1
ATITI,luo,2
ATIYA,luo,3
ATIYANGOR,turkana,2
ATODOLLIMA,teso,1
ATOGO,luo,1
ATOK,turkana,2
ATOMONGOLE,teso,2
ATOOL,luo,1
ATOOT,teso,1
ATOR-,teso,1
ATORI,kisii,3
ATORONGURIA,meru,2
ATOYO,luo,3
ATSALI,luhya,2
ATSANGO,luhya,3
ATSANGU,luhya,1
ATSENGA,luhya,3
ATSIAMBA,luhya,3
ATSIANJI,luhya,3
ATSIENO,luo,1
ATSOLE,luhya,3
ATSULU,luhya,3
ATSWENJE,luhya,3
ATTITO,luhya,1
ATUDO,luo,3
ATUDONYANG,turkana,3
ATUKO,luo,3
ATUKON,turkana,1
ATULA,luhya,3
ATUMA,luhya,1
ATUMBA,kikuyu,3
ATUMWA,luhya,1
ATUNDO,luo,1
ATUNGA,luhya,3
ATUOYA,luhya,3
ATURA,turkana,1
ATUTA,luhya,3
ATUTI,luhya,3
ATWENG'A,luo,2
ATWENGA,kisii,1
AUDA,luhya,2
AUDI,luo,2
AUGUSTIN,christian,3
AUKA,luhya,3
AUMA,luo,2
AUMA'',luo,3
AUMBI,luhya,2
AUNDA,luhya,3
AUNDI,meru,2
AUNGA,luo,3
AUTA,luo,3
AUTAYI,luhya,2
AUYA,luo,2
AVAKALWA,luhya,1
AVAMU,luhya,3
AVEDI,luhya,3
AVIDA,luhya,3
AVISERO,luhya,2
AVOKENYA,luhya,1
AVOYIO,luhya,3
AVUDE,luhya,3
AVUGWI,luhya,1
AVUKUSE,luhya,1
AVUKUSI,luhya,3
AVUSA,luhya,3
AVUYA,luo,2
AVWONDA,luhya,3
AVWOVA,luhya,3
AWACH,luo,3
AWADA,luo,2
AWADH,luo,2
AWADHI,luo,2
AWAK,turkana,3
AWAKA,luhya,1
AWALA,luo,3
AWALLA,luo,3
AWALLAH,luo,2
AWANDU,luhya,3
AWANGE,luo,1
AWASI        AY,luo,3
AWAWO,luo,3
AWENDO,luo,3
AWENO,luo,3
AWERE,luo,2
AWIDH,luo,3
AWILE,luo,1
AWILI,luo,1
AWILLY,luhya,1
AWINDA,luo,3
AWINDE,luo,3
AWINGA,luo,2
AWINJA,luhya,3
AWINO,luo,3
AWINO M    T,luo,3
AWINQ,luo,3
AWINYO,luhya,1
AWIRE,luhya,3
AWITHE,kikuyu,1
AWIYO,luo,3
AWOKO,luo,3
AWOKORIA,turkana,1
AWOLI,kisii,3
AWOTO,teso,2
AWOUNDO,luo,3
AWUD,luo,3
AWUKAH,luhya,1
AWUONDO,luo,3
AWUOR,luo,1
AWUOR   ',luo,3
AWUOTH,luo,3
AYAA,luo,1
AYAGA,luo,3
AYAGAH,luo,3
AYAKA,luhya,3
AYAKI,luo,3
AYAKO,luo,2
AYAL,luo,3
AYALO,luo,1
AYANAE',turkana,1
AYANGA,luhya,1
AYANY,luo,3
AYANYI,luo,3
AYARE,teso,1
AYATTA,luo,3
AYAYA,luo,3
AYAYO,luhya,3
AYEBEI,luhya,1
AYEKHA,luhya,3
AYEKO,luhya,2
AYEKUSIYA,luhya,3
AYELELEL,maasai,1
AYEMBA,luhya,3
AYENZA,luhya,2
AYEP,luo,3
AYERE,luhya,3
AYESA,luhya,3
AYEVEI,luhya,3
AYIECH,luo,3
AYIECHA,luo,3
AYIEMA,luhya,3
AYIEMBA,luhya,3
AYIEN,luhya,2
AYIENDA,luhya,3
AYIENGA,luo,3
AYIER,luo,2
AYIETSA,luhya,3
AYIEYE,luo,3
AYIGA,luhya,3
AYIGO,luo,2
AYIM,luo,3
AYIMBA,luhya,3
AYIMBIA,luhya,1
AYINEAH,kisii,1
AYIO,luo,2
AYIRO,luo,1
AYISI,luo,1
AYITI,luhya,1
AYODI',luo,1
AYODO,luo,1
AYODO.,luo,3
AYOGA,luhya,1
AYOKI,luo,3
AYOLO,luo,1
AYOMA,luo,2
AYONGA,luhya,1
AYORO,luo,3
AYOYA,luhya,2
AYOYE,luo,1
AYOYO,luo,1
AYUBU,swahili,3
AYUGI,luo,3
AYUKE,kisii,1
AYUKO,luhya,3
AYUMA,luhya,3
AYUNGA,luhya,3
AYUO,luo,3
AYUOYO,luo,1
AYUYA,luhya,3
AYUYAH,luhya,3
AYWAGA,luo,2
AYWAK,luo,3
AYWER,luo,3
AYWOLONGOR,turkana,2
AZALIZA,luhya,3
AZARIA,arab,1
AZECHERE,luhya,3
AZEGELE,luhya,3
AZEREH,luhya,3
AZIAYA,luhya,3
AZIRORO,luhya,1
AZIZI,muslim,3
AZWAJI,luhya,2
BAALAWY,muslim,3
BAALI,mijikenda,2
BABUSA,kisii,2
BACKSON,exotic,2
BADASO,luhya,2
BADO,swahili,3
BADOLICHA,luhya,2
BAGAKA,kisii,1
BAGANA,luhya,2
BAGENI,teso,2
BAGIRA,mijikenda,3
BAGWASI,luhya,3
BAHA,swahili,1
BAHARI,taita,2
BAHATI,swahili,3
BAHATISHA,swahili,3
BAHOLA,luhya,3
BAING'ONI,kalenjin,1
BAINGETU,kalenjin,2
BAINI,swahili,3
BAITABARI,meru,1
BAITHAITU,meru,2
BAITHIRIA,meru,3
BAITORO,kisii,3
BAITUTI,kamba,1
BAKAR,muslim,3
BAKARI,muslim,3
BAKASHI,luhya,2
BAKHUYA,luhya,2
BAKUNA,luhya,1
BALAI,luhya,2
BALALA,arab,2
BALE,somali,3
BALECHO,mijikenda,3
BALIACH,kalenjin,2
BALISEMEKA,luhya,1
BALOZI,swahili,3
BALUKU,luhya,3
BALUSI,luhya,3
BAMKUU,swahili,1
BAMVUA,taita,2
BANDARI,mijikenda,3
BANGE,mijikenda,3
BANGO,luhya,2
BANJA,arab,2
BANJAMIN,christian,3
BANYAKO,luhya,1
BANYALO,luyha,2
BANZI,taita,2
BARABARA,swahili,3
BARACK,christian,3
BARAIYWO,kalenjin,3
BARAKA,swahili,2
BARANABAS,christian,3
BARAZA,swahili,2
BARCHILEO,kalenjin,2
BARCHUMBIN,kalenjin,3
BAREIYA,embu,1
BARGAK,kalenjin,1
BARGEBEN,kalenjin,3
BARGERGIR,kalenjin,2
BARGETUNY,kalenjin,3
BARGOGE,kalenjin,3
BARGOIYET,kalenjin,3
BARGONG,kalenjin,3
BARGORET,kalenjin,3
BARGORETT,kalenjin,3
BARGORIA,kalenjin,3
BARID,swahili,3
BARIDI,swahili,3
BARILLE,borana,2
BARINGO,kalenjin,3
BARIWOS,kalenjin,3
BARKADLE,somali,2
BARKEBEN,kalenjin,3
BARKELENYA,kalenjin,3
BARKERI,swaili,3
BARKERO,kalenjin,1
BARKOKWET,massai,2
BARKOS,kalenjin,1
BARKUTOL,kalenjin,3
BARKUTWO,kalenjin,3
BARMALEL,kalenjn,3
BARMASE,mijikenda,2
BARMEI,kalenjin,3
BARN'GOROR,kalenjin,3
BARNAI,kalenjin,3
BARNETI,mijikenda,2
BARNG'ETUNY,kalenjin,3
BARNGOROR,kalenjin,3
BARNOI,kalenjin,3
BARON,english,3
BARONGO,kisii,3
BAROR,somali,3
BAROSWA,taita,1
BAROT,kalenjin,2
BARROW,arab,1
BARSAMAT,masai,2
BARSEGECH,kalenjin,3
BARSITEI,kalenjin,2
BARSOGET,kalenjin,2
BARSOSIO,kalenjin,3
BARSUGUTA,kalenjin,3
BARSULAI,kalenjin,3
BARSUMEI,kalenjin,3
BARTAI,kalenjin,3
BARTANGANY,kalenjin,3
BARTENGUS,kalenjin,3
BARTILE,borana,2
BARTILOL,kalenjin,2
BARTINGEI,kalenjin,3
BARTOO,turkana,2
BARTORE,kalenjin,3
BARTORI,kisii,3
BARTUIN,massai,2
BARTUIYOT,kalenjin,3
BARTUMUTA,mijikenda,1
BARTUNA,kalenjin,2
BARUA,swahili,3
BARUBEI,kalenjn,3
BARUD,somali,2
BARUTHI,meru,1
BASAKHILA,luhya,3
BASELE,luhya,3
BASHAMAKH,arab,2
BASHIR,nubi,3
BASILIO,christian,3
BASSAMY,luhya,2
BASWETI,luhya,3
BATHESHEBAH,christian,3
BATHITHE,embu,2
BATIROBA,luhya,3
BAVON,exotic,3
BAWALU,meru,2
BAYA        A E,garba,2
BAZUMA,rendile,3
BEDAN,christian,3
BEDZAME,swahili,2
BEGHA,mijikenda,1
BEJENGO,luhya,2
BEJIRA,mijikenda,2
BEKELO,taita,3
BEKWEKWE,luhya,3
BELECH,kalenjin,3
BELET,kalenjin,1
BELYON,kalenjin,3
BEMBITO,kisii,1
BEMBWIGA,luhya,1
BEMOI,kalenjin,2
BEMUHACHE,taita,3
BEMWASUKA,taveta,1
BENALD,christian,3
BENDEGWA,luhya,1
BENEDICT,christian,3
BENEKA,luhya,2
BENETI,luhya,3
BENGA,luo,3
BENGI,teso,1
BENTICTO,luhya,3
BENYEVU,luhya,2
BENYONDO,mijikenda,2
BERARD,christian,3
BERE,teso,3
BERENGE,taita,3
BERRY,exotic,3
BETH,christian,3
BETSAMA,luhya,2
BETSY,exotic,3
BETTYY,christian,3
BEYONGO,kisii,3
BHALLOO,indian,2
BHATTI,indian,3
BIAGE,kuria,2
BIARU,luhya,2
BIATOR,kalenjin,3
BIBAO,mijikenda,3
BIBOKO,taita,2
BICHANG'A,kisii,3
BICHANGA,kisii,3
BICHII,kalenjin,3
BIDII,swahili,2
BIEBEI,luo,2
BIEGO,kisii,3
BIEGON,,2
BIENGE,kisii,3
BIFWOLI,luhya,3
BIGEGE,kisii,3
BIKATSI,luhya,1
BIKETI,luhya,3
BIKWENDO,luhya,3
BILA,swahili,3
BILLOW,somali,3
BILO,luo,3
BIMAZERA,mijkenda,1
BIMBANET,kalenjin,3
BINDER,sikh,3
BING'ANANA,luhya,3
BINGA,swahili,2
BINYANYA,luhya,3
BIONDO,luhya,3
BIORERI,kisii,1
BIOUKHA,luhya,1
BIRGEN,kalenjin,2
BIRIK,kalenjin,3
BIRISI,luhya,1
BIRITHU,kikuyu,3
BIRKAN,somali,3
BIROSHO,taita,3
BIROSI,kisii,1
BISANI,swahili,1
BISASE,kisii,1
BISIMBA,luhya,1
BISOLO,luhya,2
BISWAS,indian,3
BITANGE,samburu,2
BITANYI,luhya,2
BITENGO,kisii,3
BITINYU,luhya,2
BITONYE,luhya,3
BITTOCK,kalenjin,3
BIWOT,kalenjin,2
BIWOTT,kalenjin,3
BIY,kalenjin,2
BIZANZIO,luhya,2
BMJ,exotic,3
BOBE,kisii,3
BOBETT,kalenjin,1
BOCHABERI,luhya,2
BODI,luo,2
BOGOMBA,luhya,1
BOGONKO,kisii,3
BOGORIA,elchamus,3
BOHERO,kisii,2
BOI,,
BOIKWA,kisii,3
BOIN,kalenjin,1
BOINO,kalenjin,3
BOIT,kalenjin,3
BOIYWO,kisii,2
BOKENDU,kisii,1
BOKEYE,kisii,2
BOKOLE,luhya,1
BOLLO,luo,3
BOLO,luo,3
BOMA,swahili,2
BOMARE,kisii,3
BOMBASI,kisii,3
BOMBONI,swahili,2
BOMET,kalenjin,2
BOMETT,kalenjin,2
BOMSUT,kalenjin,3
BON,exotic,3
BONAYA,borana,3
BONDE,swahili,3
BONDO,luo,3
BONFAS,christian,3
BONGA,luo,3
BONGOCH,kalenjin,3
BONGOKO,kisii,3
BONGU,mijikenda,2
BONGWE,luhya,2
BONIFACE,christian,3
BONYI,meru,3
BONYONTE,kisii,2
BOOR,kalenjin,3
BOR,kalenjin,2
BOR G,kalenjin,3
BORA,borana,3
BORANA,borana,3
BORE,kalenjin,3
BOREH,kalenjin,3
BORINTICH,kalenjin,2
BOROCHON,kalenjin,2
BOROIWA,kalenjin,1
BORONGO,kisii,3
BORONJEE,indian,3
BOROR,kalenjin,1
BORR,kalenjn,3
BORU,mijikenda,3
BOSA,,
BOSEK,kalenjin,2
BOSH,turkana,2
BOSHURU,luhya,1
BOSIBON,kisii,2
BOSIBORI,kisii,1
BOSIRE,kisii,3
BOSIRE      ',kisii,3
BOSSEN,kalenjin,2
BOSUBEN,kalenjin,3
BOSUKE,kisii,2
BOTANGE,kisii,3
BOTOON,kalenjin,1
BOTSWE,borana,2
BOY,,
BOYANI,luhya,3
BRITONE,exotic,3
BUBOLO,luhya,3
BUCHACHA,luhya,2
BUCHERE,luhya,3
BUCHUNJU,luhya,3
BUDA,swahili,2
BUDEMBESHE,luhya,3
BUDIAMU,luhya,2
BUDINGA,luhya,3
BUDOYI,luhya,2
BUDUGU,luhya,2
BUGAKA,kisii,1
BUGESI,luhya,2
BUGUNYE,luhya,1
BUGUTA,luhya,3
BUHASHO,luhya,3
BUHASIO,luhya,3
BUHERI,luhya,1
BUHOYA,luhya,3
BUHURU,luhya,2
BUIGUT,kalenjin,3
BUKACHI,luhya,3
BUKATA,luhya,1
BUKERA,luhya,1
BUKHALA,luhya,3
BUKHALANA,luhya,3
BUKHALANGE,luhya,3
BUKHAYA,luhya,3
BUKHEBI,luhya,3
BUKHEPE,luhya,3
BUKHETI,luhya,3
BUKOMA,luhya,3
BUKULU,luhya,3
BUKURA,luhya,3
BULALA,luhya,3
BULALI,luhya,3
BULATI,luyha,3
BULEIMI,luhya,3
BULEMI,luhya,2
BULENGO,luhya,2
BULETI,luhya,2
BULGUT,kalenjin,3
BULIVA,luhya,1
BULIYA,luhya,3
BULLUGO,luhya,2
BULUMA,luhya,3
BULUNGULA,luhya,3
BULWANI,luhya,3
BUNDOTICH,kalenjin,3
BUNDU,luo,2
BUNEI,kalenjin,1
BUNGAJI,luhya,1
BUNGALE,luhya,1
BUNGUSWA,luhya,3
BUNYAKI,luhya,3
BUNYALI,luhya,2
BUNYATTA,luhya,3
BUOGA,luhya,2
BUONG,luo,2
BUORE,luo,3
BURALE,luhya,3
BURANGA,luhya,1
BURCHA,borana,1
BUREHE,luhya,2
BURET,kalenjin,3
BURGEI,kalenjin,3
BURI,meru,3
BURIDI,luhya,2
BUROMU,kalenjin,2
BURU,luo,3
BURUDANI,swahili,3
BURUNGETI,luhya,3
BURUSI,luhya,1
BUSAHIMA,luhya,2
BUSAKA,luhya,2
BUSANDO,luhya,1
BUSENET,kalenjin,3
BUSHUTI,swahili,1
BUSIE',luhya,1
BUSIEKA,luhya,3
BUSIENE,kalenjin,3
BUSIENEI,masai,1
BUSIENEY,kalenjin,3
BUSIKOW,samburu,2
BUSILI,luhya,2
BUSISA,luhya,3
BUSOLO,luhya,3
BUSURU,luhya,3
BUTAKI,luhya,3
BUTEMBE,luhya,1
BUTEMBESHE,luhya,3
BUTEMBU,luhya,3
BUTEYA,luhya,1
BUTEYO,luhya,1
BUTIKO,luhya,1
BUTOYI,luhya,1
BUTSINO,kalenjin,3
BUTTI,borana,1
BUTUK,kalenjin,3
BUTUKHU,luhya,3
BUYAKI,luhya,3
BUYENGO,luhya,3
BUYOTU,kisii,1
BUYUNDE,luhya,1
BWAMBURA,teso,3
BWAMU,luhya,2
BWANA,swahili,3
BWANAFUMO,mijikenda,3
BWANAHAMADI,mijikenda,3
BWANAIDI,meru,2
BWANAKALI,luhya,1
BWANAMAKA,swahili,2
BWANAMBELE,swahili,2
BWANAMO,kisii,3
BWANAMZEE,swahili,3
BWANGA,luhya,2
BWASHE,mijikenda,2
BWIBO,luhya,3
BWIKA,kisii,3
BWININGOMA,swahili,3
BWISA,luhya,2
BWOGA,kisii,1
BWOGI,luo,3
BWOLEI,kalenjin,3
BWOMBUNA,kisii,3
BWOME,luhya,2
BWONDELA,kisii,3
BWONDERA,kisii,3
BWONGONDO,mijikenda,2
BWONYA,luhya,3
BWOYERE,kisii,1
BYEGON,kalenjin,3
CALLEN,christian,3
CARAGU,kikuyu,3
CARRINGTONE,exotic,3
CATHERINE,christian,3
CEGE,kikuyu,3
CELESTINE,christian,3
CENG'ENGE,mijikenda,2
CHABANI,luhya,2
CHABARI,meru,1
CHABAS,teso,1
CHABINDO,mijikenda,2
CHABO,taita,3
CHABOGO,luhya,3
CHABWEKA,,
CHACHA,kuria,3
CHADEYA,luhya,3
CHADHA,kamba,3
CHADIKU,luhya,3
CHADIVA,luhya,3
CHAFANI,luhya,2
CHAGALA,luhya,1
CHAGALWA,luhya,3
CHAGARA,luhya,1
CHAGAYA,luhya,3
CHAGEMA,taita,2
CHAGWIRA,luhya,1
CHAHASI,luhya,3
CHAI,taita,1
CHAI C,taveta,1
CHAKALI,luhya,2
CHAKAMOI,kalenjin,2
CHAKAYA,luhya,3
CHAKE,swahili,3
CHAKILWA,luhya,3
CHAKO,swahili,1
CHAKULA,mswahili,3
CHAKWET,kalenjin,1
CHALABILA,luhya,1
CHALAKO,mijikenda,2
CHALE,mijikenda,2
CHALUGA,luhya,3
CHALULO,luhya,1
CHAMANGA,luhya,2
CHAMATERE,kalenjin,1
CHAMBI,mijikenda,3
CHAMBULI,luhya,3
CHAMBUNI,mijikenda,2
CHAMDANY,kalenjin,3
CHAMERU,luhya,3
CHAMINI,luhya,1
CHAMOSI,luhya,3
